Project Name,git_url,Developers,Commit #,Closed Issues,Releases,Tags,Open Issues,Duration,Stars,Forks,Watchers,Language,Latest commit year,Type
radical-pilot,git://github.com/radical-cybertools/radical.pilot.git,17.0,6905,1300,1,180,142,334,32,13,16,Python,2019,MoISSI
SCIRun,git://github.com/SCIInstitute/SCIRun.git,18.0,10119,1274,43,86,338,407,59,51,17,C++,2019,MoISSI
changa,git://github.com/N-BodyShop/changa.git,18.0,2716,15,0,9,11,247,23,16,15,C++,2019,MoISSI
ABINIT,git://github.com/abinit/abinit.git,19.0,6793,11,3,16,11,82,97,41,14,Fortran,2018,MoISSI
APBS,git://github.com/Electrostatics/apbs-pdb2pqr.git,19.0,6711,298,7,8,215,310,84,57,25,Python,2019,MoISSI
BLIS,git://github.com/flame/blis.git,20.0,1807,172,0,31,60,306,616,134,62,C,2019,MoISSI
cyclus,git://github.com/cyclus/cyclus.git,20.0,6809,557,40,48,95,409,42,51,14,C++,2019,MoISSI
mast,git://github.com/uw-cmg/MAST.git,22.0,5050,388,13,69,83,251,10,5,10,Python,2018,MoISSI
keplerproject,git://github.com/keplerproject/luafilesystem.git,22.0,330,53,0,18,25,532,519,197,61,C,2019,MoISSI
PLUMED,git://github.com/plumed/plumed2.git,23.0,9705,304,28,61,53,343,130,138,37,C++,2019,MoISSI
clowder,git://github.com/ncsa/clowder.git,28.0,6942,6,17,38,6,180,22,9,8,JavaScript,2019,MoISSI
MOLCAS,https://gitlab.com/Molcas/OpenMolcas,29.0,1874,110,0,4,63,132,49,0,0,Fortran,2019,MoISSI
NWChem,git://github.com/nwchemgit/nwchem.git,29.0,27012,99,6,8,27,106,142,77,38,Fortran,2019,MoISSI
hubzero,git://github.com/hubzero/hubzero-cms.git,29.0,21394,22,9,121,26,314,33,44,15,PHP,2019,MoISSI
hydroshare,git://github.com/hydroshare/hydroshare.git,30.0,12151,1794,78,82,435,270,95,20,45,Python,2019,MoISSI
MADNESS,git://github.com/m-a-d-n-e-s-s/madness.git,31.0,5460,128,1,3,58,289,88,41,31,C++,2019,MoISSI
metpy,git://github.com/Unidata/MetPy.git,33.0,2658,439,22,24,173,458,506,222,57,Python,2019,MoISSI
Luigi ,git://github.com/spotify/luigi.git,35.0,3854,756,43,52,42,376,12593,2062,505,Python,2019,MoISSI
HOOMD-blue,https://bitbucket.org/glotzer/hoomd-blue,36.0,11492,381,0,68,61,618,65,26,12,C++,2019,MoISSI
pyscf,git://github.com/openforcefield/openforcefield.git,36.0,2683,152,14,15,158,139,72,21,23,Jupyter Notebook,2019,MoISSI
irods,git://github.com/irods/irods.git,36.0,6441,3499,19,38,643,314,281,93,47,C++,2019,MoISSI
OpenMM,git://github.com/pandegroup/openmm.git,38.0,6241,871,18,27,322,341,459,244,72,C++,2019,MoISSI
cctools,git://github.com/cooperative-computing-lab/cctools.git,43.0,9482,702,18,187,57,351,92,86,19,C,2019,MoISSI
RMG-Py,git://github.com/ReactionMechanismGenerator/RMG-Py.git,43.0,9014,572,20,23,283,529,150,130,52,Python,2019,MoISSI
mdtraj,git://github.com/mdtraj/mdtraj.git,45.0,3111,738,18,23,31,369,253,164,45,C,2019,MoISSI
LIBMESH,git://github.com/libMesh/libmesh.git,56.0,18808,399,15,68,160,376,360,196,56,C,2019,MoISSI
LAMMPS,git://github.com/lammps/lammps.git,61.0,18907,384,43,117,59,329,660,780,101,C++,2019,MoISSI
mdanalysis,git://github.com/MDAnalysis/mdanalysis.git,71.0,5473,1023,15,50,206,243,360,199,37,Python,2019,MoISSI
Psi4,git://github.com/psi4/psi4.git,79.0,13806,598,6,17,119,348,385,247,60,C++,2019,MoISSI
yt,git://github.com/yt-project/yt.git,93.0,25080,1467,0,39,186,137,212,144,23,Python,2019,MoISSI
pymatgen,git://github.com/materialsproject/pymatgen.git,107.0,18253,434,167,265,85,423,498,434,117,Python,2019,MoISSI
dealii,git://github.com/dealii/dealii.git,120.0,46370,1613,14,31,389,281,558,426,75,C++,2019,MoISSI
OpenMPI,git://github.com/open-mpi/ompi.git,147.0,30214,1529,19,134,410,272,922,491,126,C,2019,MoISSI
TRILINOS,git://github.com/trilinos/Trilinos.git,179.0,86574,2188,1,146,1047,211,470,286,112,C++,2019,MoISSI
Use Galaxy,git://github.com/galaxyproject/galaxy.git,188.0,43627,1877,0,55,1170,249,659,590,66,Python,2019,MoISSI
elasticsearch,git://github.com/elastic/elasticsearch.git,1050.0,49514,13546,14,263,1998,512,45843,15490,2798,Java,2019,MoISSI
antfs-cli,git://github.com/Tigge/antfs-cli.git,10.0,80,98,0,0,40,357,299,78,43,Python,2018,SE
conky_colors,git://github.com/helmuthdu/conky_colors.git,13.0,165,27,0,0,12,412,103,35,11,Python,2019,SE
browsehappy,git://github.com/WordPress/browsehappy.git,11.0,74,30,0,0,11,411,84,34,12,PHP,2019,SE
spymemcached,git://github.com/couchbase/spymemcached.git,9.0,979,0,0,100,0,324,162,98,27,Java,2018,SE
visko,git://github.com/nicholasdelrio/visko.git,11.0,915,14,0,0,13,121,9,14,4,nesC,2014,SE
gte,git://github.com/gambitproject/gte.git,10.0,257,9,0,0,28,199,70,39,15,Java,2015,SE
paperclip_database,git://github.com/softace/paperclip_database.git,8.0,136,8,0,20,7,409,22,39,5,Ruby,2019,SE
Substrate,git://github.com/minecraft-dotnet/Substrate.git,14.0,303,9,1,47,15,320,141,52,22,C#,2017,SE
Centurion,git://github.com/centurion-project/Centurion.git,14.0,416,24,0,3,31,82,202,61,25,PHP,2012,SE
amigaos-cross-toolchain,git://github.com/cahirwpz/amigaos-cross-toolchain.git,8.0,339,44,2,2,14,355,149,42,23,Python,2018,SE
Movuca,git://github.com/rochacbruno/Movuca.git,14.0,580,11,0,0,16,97,110,33,9,CSS,2013,SE
django-tracking2,git://github.com/bruth/django-tracking2.git,12.0,240,29,0,38,13,413,162,65,11,Python,2019,SE
countrycode,git://github.com/vincentarelbundock/countrycode.git,12.0,263,130,1,5,29,433,182,52,10,R,2019,SE
ruby-oci8,git://github.com/kubo/ruby-oci8.git,13.0,673,171,1,45,16,435,141,71,18,Ruby,2019,SE
EBBlib,git://github.com/SESA/EBBlib.git,9.0,435,3,0,0,9,48,11,6,12,C,2012,SE
funk,git://github.com/javafunk/funk.git,12.0,672,50,0,26,42,190,33,10,5,Java,2015,SE
minicart,git://github.com/jeffharrell/minicart.git,10.0,354,233,0,18,64,290,494,209,49,JavaScript,2016,SE
nabu,git://github.com/nabu-catalog/nabu.git,10.0,1809,545,0,1,54,441,13,7,9,Ruby,2019,SE
ginkgo,git://github.com/progrium/ginkgo.git,14.0,263,35,0,3,11,84,328,51,15,Python,2012,SE
site.ontowiki,git://github.com/AKSW/site.ontowiki.git,10.0,331,26,0,0,14,346,6,7,17,PHP,2018,SE
cats-judge,git://github.com/klenin/cats-judge.git,23.0,991,8,0,0,18,450,12,17,8,Perl,2019,SE
jsmess,git://github.com/jsmess/jsmess.git,20.0,242,53,0,1,38,250,418,48,60,Shell,2016,SE
JSONassert,git://github.com/skyscreamer/JSONassert.git,20.0,207,30,6,11,37,267,678,142,49,Java,2017,SE
SiriProxy,git://github.com/plamoni/SiriProxy.git,26.0,196,493,0,5,20,96,2153,376,142,Ruby,2013,SE
umurmur,git://github.com/umurmur/umurmur.git,19.0,464,48,0,24,30,335,173,41,27,C,2017,SE
mate-terminal,git://github.com/mate-desktop/mate-terminal.git,28.0,442,112,2,50,56,423,69,51,21,C,2019,SE
jabberd2,git://github.com/jabberd2/jabberd2.git,21.0,1175,76,21,61,52,350,411,182,77,C,2018,SE
ToMaTo,git://github.com/GLab/ToMaTo.git,15.0,5313,703,0,68,138,311,30,18,9,Python,2017,SE
django-cbv-inspector,git://github.com/refreshoxford/django-cbv-inspector.git,20.0,483,56,0,0,21,410,338,51,19,Python,2019,SE
symmetric-encryption,git://github.com/rocketjob/symmetric-encryption.git,15.0,256,82,0,33,14,413,415,71,28,Ruby,2019,SE
normalize-scss,git://github.com/JohnAlbin/normalize-scss.git,24.0,741,58,12,31,17,311,1395,250,55,CSS,2018,SE
ofxFenster,git://github.com/underdoeg/ofxFenster.git,17.0,194,20,1,1,29,243,80,29,15,C++,2016,SE
vermont,git://github.com/tumi8/vermont.git,25.0,1273,20,0,2,13,459,46,18,17,C++,2019,SE
pangu.js,git://github.com/vinta/pangu.js.git,23.0,516,76,0,41,20,408,2361,176,61,JavaScript,2019,SE
gradle-cargo-plugin,git://github.com/bmuschko/gradle-cargo-plugin.git,29.0,199,138,0,38,15,445,231,70,19,Groovy,2019,SE
purjo,git://github.com/datasektionen/purjo.git,16.0,837,27,0,0,38,256,1,0,49,Ruby,2016,SE
ViTables,git://github.com/uvemas/ViTables.git,22.0,654,51,0,4,15,428,110,43,9,Python,2019,SE
dokuwiki-plugin-publish,git://github.com/cosmocode/dokuwiki-plugin-publish.git,17.0,257,15,0,24,38,459,15,27,8,PHP,2019,SE
deck.js,git://github.com/imakewebthings/deck.js.git,16.0,259,120,0,3,27,258,5392,656,137,JavaScript,2016,SE
packetfu,git://github.com/packetfu/packetfu.git,26.0,640,42,7,7,22,392,333,88,22,Ruby,2018,SE
JMSSecurityExtraBundle,git://github.com/schmittjoh/JMSSecurityExtraBundle.git,49.0,296,87,4,13,40,308,257,97,24,PHP,2016,SE
headphones,git://github.com/rembo10/headphones.git,153.0,2803,2266,22,34,465,448,2853,642,216,Python,2019,SE
Provisioner,git://github.com/provisioner/Provisioner.git,58.0,1441,30,0,8,49,321,102,144,32,PHP,2017,SE
scalikejdbc,git://github.com/scalikejdbc/scalikejdbc.git,86.0,2526,376,41,148,32,420,1060,201,74,Scala,2019,SE
go-couchbase,git://github.com/couchbase/go-couchbase.git,36.0,512,15,0,0,38,413,297,85,25,Go,2019,SE
derby,git://github.com/derbyjs/derby.git,39.0,1847,376,2,169,50,454,4460,268,182,JavaScript,2019,SE
enigma-dev,git://github.com/enigma-dev/enigma-dev.git,55.0,4561,567,1,4,98,411,159,74,27,C++,2019,SE
clean-css,git://github.com/jakubpawlowicz/clean-css.git,49.0,1592,808,0,164,86,458,3398,288,82,JavaScript,2019,SE
XMPPFramework,git://github.com/robbiehanson/XMPPFramework.git,57.0,1376,458,3,18,459,453,5742,2099,398,Objective-C,2019,SE
ftp,git://github.com/jlaffaye/ftp.git,30.0,207,56,0,0,8,450,590,222,25,Go,2019,SE
spring-social,git://github.com/spring-projects/spring-social.git,38.0,1737,36,0,26,68,459,573,353,76,Java,2019,SE
ensime-sublime,git://github.com/ensime/ensime-sublime.git,31.0,409,62,13,14,21,316,170,69,18,Python,2017,SE
java-faker,git://github.com/DiUS/java-faker.git,47.0,678,118,0,21,26,445,1588,354,107,Java,2019,SE
node-hid,git://github.com/node-hid/node-hid.git,30.0,387,275,16,23,24,445,825,201,29,JavaScript,2019,SE
delayed_job_active_record,git://github.com/collectiveidea/delayed_job_active_record.git,30.0,236,76,0,25,8,447,300,291,22,Ruby,2019,SE
testem,git://github.com/testem/testem.git,175.0,2305,541,74,365,101,438,2886,363,74,JavaScript,2019,SE
ua-parser-js,git://github.com/faisalman/ua-parser-js.git,84.0,614,214,0,37,28,409,4139,695,114,JavaScript,2019,SE
framework,git://github.com/goaop/framework.git,36.0,3881,274,20,32,8,459,1342,126,88,PHP,2019,SE
beautiful-docs,git://github.com/PharkMillups/beautiful-docs.git,68.0,227,25,0,0,5,257,4664,321,202,,2016,SE
