Project Name,git_url,Developers,Commit #,Closed Issues,Releases,Tags,Open Issues,Duration,Stars,Forks,Watchers,Language,Latest commit year,Type
radical-pilot,git://github.com/radical-cybertools/radical.pilot.git,17.0,6905,1300,1,180,142,334,32,13,16,Python,2019,MoISSI
SCIRun,git://github.com/SCIInstitute/SCIRun.git,18.0,10119,1274,43,86,338,407,59,51,17,C++,2019,MoISSI
changa,git://github.com/N-BodyShop/changa.git,18.0,2716,15,0,9,11,247,23,16,15,C++,2019,MoISSI
ABINIT,git://github.com/abinit/abinit.git,19.0,6793,11,3,16,11,82,97,41,14,Fortran,2018,MoISSI
APBS,git://github.com/Electrostatics/apbs-pdb2pqr.git,19.0,6711,298,7,8,215,310,84,57,25,Python,2019,MoISSI
BLIS,git://github.com/flame/blis.git,20.0,1807,172,0,31,60,306,616,134,62,C,2019,MoISSI
cyclus,git://github.com/cyclus/cyclus.git,20.0,6809,557,40,48,95,409,42,51,14,C++,2019,MoISSI
mast,git://github.com/uw-cmg/MAST.git,22.0,5050,388,13,69,83,251,10,5,10,Python,2018,MoISSI
keplerproject,git://github.com/keplerproject/luafilesystem.git,22.0,330,53,0,18,25,532,519,197,61,C,2019,MoISSI
PLUMED,git://github.com/plumed/plumed2.git,23.0,9705,304,28,61,53,343,130,138,37,C++,2019,MoISSI
clowder,git://github.com/ncsa/clowder.git,28.0,6942,6,17,38,6,180,22,9,8,JavaScript,2019,MoISSI
MOLCAS,https://gitlab.com/Molcas/OpenMolcas,29.0,1874,110,0,4,63,132,49,0,0,Fortran,2019,MoISSI
NWChem,git://github.com/nwchemgit/nwchem.git,29.0,27012,99,6,8,27,106,142,77,38,Fortran,2019,MoISSI
hubzero,git://github.com/hubzero/hubzero-cms.git,29.0,21394,22,9,121,26,314,33,44,15,PHP,2019,MoISSI
hydroshare,git://github.com/hydroshare/hydroshare.git,30.0,12151,1794,78,82,435,270,95,20,45,Python,2019,MoISSI
MADNESS,git://github.com/m-a-d-n-e-s-s/madness.git,31.0,5460,128,1,3,58,289,88,41,31,C++,2019,MoISSI
metpy,git://github.com/Unidata/MetPy.git,33.0,2658,439,22,24,173,458,506,222,57,Python,2019,MoISSI
Luigi ,git://github.com/spotify/luigi.git,35.0,3854,756,43,52,42,376,12593,2062,505,Python,2019,MoISSI
HOOMD-blue,https://bitbucket.org/glotzer/hoomd-blue,36.0,11492,381,0,68,61,618,65,26,12,C++,2019,MoISSI
pyscf,git://github.com/openforcefield/openforcefield.git,36.0,2683,152,14,15,158,139,72,21,23,Jupyter Notebook,2019,MoISSI
irods,git://github.com/irods/irods.git,36.0,6441,3499,19,38,643,314,281,93,47,C++,2019,MoISSI
OpenMM,git://github.com/pandegroup/openmm.git,38.0,6241,871,18,27,322,341,459,244,72,C++,2019,MoISSI
cctools,git://github.com/cooperative-computing-lab/cctools.git,43.0,9482,702,18,187,57,351,92,86,19,C,2019,MoISSI
RMG-Py,git://github.com/ReactionMechanismGenerator/RMG-Py.git,43.0,9014,572,20,23,283,529,150,130,52,Python,2019,MoISSI
mdtraj,git://github.com/mdtraj/mdtraj.git,45.0,3111,738,18,23,31,369,253,164,45,C,2019,MoISSI
LIBMESH,git://github.com/libMesh/libmesh.git,56.0,18808,399,15,68,160,376,360,196,56,C,2019,MoISSI
LAMMPS,git://github.com/lammps/lammps.git,61.0,18907,384,43,117,59,329,660,780,101,C++,2019,MoISSI
mdanalysis,git://github.com/MDAnalysis/mdanalysis.git,71.0,5473,1023,15,50,206,243,360,199,37,Python,2019,MoISSI
Psi4,git://github.com/psi4/psi4.git,79.0,13806,598,6,17,119,348,385,247,60,C++,2019,MoISSI
yt,git://github.com/yt-project/yt.git,93.0,25080,1467,0,39,186,137,212,144,23,Python,2019,MoISSI
pymatgen,git://github.com/materialsproject/pymatgen.git,107.0,18253,434,167,265,85,423,498,434,117,Python,2019,MoISSI
dealii,git://github.com/dealii/dealii.git,120.0,46370,1613,14,31,389,281,558,426,75,C++,2019,MoISSI
OpenMPI,git://github.com/open-mpi/ompi.git,147.0,30214,1529,19,134,410,272,922,491,126,C,2019,MoISSI
TRILINOS,git://github.com/trilinos/Trilinos.git,179.0,86574,2188,1,146,1047,211,470,286,112,C++,2019,MoISSI
Use Galaxy,git://github.com/galaxyproject/galaxy.git,188.0,43627,1877,0,55,1170,249,659,590,66,Python,2019,MoISSI
elasticsearch,git://github.com/elastic/elasticsearch.git,1050.0,49514,13546,14,263,1998,512,45843,15490,2798,Java,2019,MoISSI
Fire-Soft-Board-2,git://github.com/FSB/Fire-Soft-Board-2.git,14.0,397,123,0,5,42,96,17,4,4,PHP,2013,SE
pyotherside,git://github.com/thp/pyotherside.git,14.0,180,59,0,24,19,446,301,40,33,C++,2019,SE
solr-for-wordpress,git://github.com/mattweber/solr-for-wordpress.git,13.0,123,13,0,4,19,171,86,37,13,PHP,2014,SE
grails-coffeescript-resources,git://github.com/edvinasbartkus/grails-coffeescript-resources.git,11.0,41,10,0,0,12,91,21,11,3,Groovy,2013,SE
node-nikita,git://github.com/adaltas/node-nikita.git,13.0,2157,106,0,185,14,409,46,13,13,CoffeeScript,2019,SE
Project-Axeman,git://github.com/JustBuild/Project-Axeman.git,10.0,397,96,6,6,17,333,15,15,4,JavaScript,2018,SE
CV,git://github.com/aleator/CV.git,13.0,430,27,0,4,14,283,48,15,6,Haskell,2016,SE
oscar,git://github.com/oscar-stack/oscar.git,12.0,268,26,3,29,20,408,90,39,10,Ruby,2019,SE
linum-relative,git://github.com/coldnew/linum-relative.git,10.0,72,23,2,3,11,312,145,20,9,Emacs Lisp,2018,SE
php-webdriver,git://github.com/Element-34/php-webdriver.git,14.0,255,12,0,5,33,425,127,59,21,PHP,2019,SE
pyBurlyBot,git://github.com/Clam-/pyBurlyBot.git,8.0,276,41,0,0,34,435,4,2,4,Python,2019,SE
Scroller,git://github.com/DataTables/Scroller.git,14.0,215,36,0,20,15,445,72,57,9,JavaScript,2019,SE
akka-samples,git://github.com/akka/akka-samples.git,14.0,200,22,0,0,25,450,561,309,48,Scala,2019,SE
salad,git://github.com/salad/salad.git,8.0,258,12,0,1,13,178,119,30,13,Cucumber,2015,SE
tilelive-mapnik,git://github.com/mapbox/tilelive-mapnik.git,14.0,318,67,0,41,14,355,74,51,92,JavaScript,2018,SE
alphaTab,git://github.com/CoderLine/alphaTab.git,11.0,962,239,0,2,41,455,504,118,47,C#,2019,SE
Sequence,git://github.com/IanLunn/Sequence.git,12.0,286,227,10,11,35,188,3377,513,157,JavaScript,2015,SE
viewshare,git://github.com/LibraryOfCongress/viewshare.git,10.0,1148,44,5,33,18,185,36,13,11,JavaScript,2014,SE
softlayer-object-storage-php,git://github.com/softlayer/softlayer-object-storage-php.git,14.0,54,4,0,0,15,182,28,19,12,PHP,2015,SE
EMMA,git://github.com/domaubert/EMMA.git,9.0,777,30,0,1,14,328,2,0,3,C,2017,SE
Byzantium,git://github.com/Byzantium/Byzantium.git,15.0,1373,185,1,3,34,180,262,43,112,C,2014,SE
gnome-shell-extension-weather,git://github.com/simon04/gnome-shell-extension-weather.git,22.0,242,52,0,0,25,85,146,324,8,JavaScript,2012,SE
geany-themes,git://github.com/codebrainz/geany-themes.git,15.0,208,13,0,1,10,460,506,136,43,Python,2019,SE
auto-pairs,git://github.com/jiangmiao/auto-pairs.git,20.0,177,119,0,25,98,447,2393,266,42,Vim script,2019,SE
tagainijisho,git://github.com/Gnurou/tagainijisho.git,18.0,1774,96,4,26,85,449,210,36,30,C++,2019,SE
sniproxy,git://github.com/dlundquist/sniproxy.git,27.0,739,178,0,10,71,467,1638,310,115,C,2019,SE
playthecall-2013,git://github.com/playthecall/playthecall-2013.git,17.0,639,89,0,0,42,83,13,6,8,JavaScript,2013,SE
makahiki,git://github.com/csdl/makahiki.git,20.0,4889,500,1,8,74,182,7,5,7,Python,2015,SE
gradle-cargo-plugin,git://github.com/bmuschko/gradle-cargo-plugin.git,29.0,199,138,0,38,15,445,231,70,19,Groovy,2019,SE
tup,git://github.com/gittup/tup.git,16.0,2591,116,0,17,120,394,813,112,45,C,2018,SE
WorldBorder,git://github.com/Brettflan/WorldBorder.git,21.0,210,81,0,0,40,453,98,120,18,Java,2019,SE
Shiboken,git://github.com/pyside/Shiboken.git,22.0,2253,3,0,76,9,250,60,21,11,C++,2015,SE
powerlaw,git://github.com/jeffalstott/powerlaw.git,15.0,422,39,0,0,21,357,293,89,32,Jupyter Notebook,2018,SE
cfeclipse,git://github.com/cfeclipse/cfeclipse.git,29.0,2378,70,0,1,42,447,72,20,16,Java,2019,SE
xcoder,git://github.com/rayh/xcoder.git,17.0,496,29,0,37,8,165,422,72,12,Ruby,2014,SE
clever,git://github.com/clever-lang/clever.git,21.0,3851,177,0,1,28,223,40,16,9,C++,2015,SE
ValyriaTear,git://github.com/ValyriaTear/ValyriaTear.git,29.0,3464,382,2,11,33,409,160,59,29,Lua,2019,SE
spinhawk,git://github.com/rbowler/spinhawk.git,29.0,5783,33,0,22,16,411,62,21,15,C,2019,SE
grid,git://github.com/palasthotel/grid.git,23.0,1023,396,24,72,51,412,23,7,12,PHP,2019,SE
jade-mode,git://github.com/brianc/jade-mode.git,22.0,122,18,0,1,13,283,160,43,5,Emacs Lisp,2016,SE
money,git://github.com/moneyphp/money.git,35.0,597,225,23,26,17,455,2858,317,92,PHP,2019,SE
node-java,git://github.com/joeferner/node-java.git,43.0,564,227,0,52,156,413,1567,228,78,C++,2019,SE
travis-ci,git://github.com/travis-ci/travis-ci.git,97.0,3643,10064,0,232,130,457,7837,710,243,,2019,SE
rails-style-guide,git://github.com/rubocop-hq/rails-style-guide.git,89.0,379,33,0,0,23,428,5872,1051,263,,2019,SE
puppet-rvm,git://github.com/blt04/puppet-rvm.git,36.0,132,32,0,0,20,121,256,288,7,Puppet,2013,SE
qterminal,git://github.com/lxqt/qterminal.git,48.0,697,235,7,8,87,408,273,95,34,C++,2019,SE
node-opencv,git://github.com/peterbraden/node-opencv.git,108.0,972,303,1,4,115,413,3888,756,174,C++,2019,SE
jsdiff,git://github.com/kpdecker/jsdiff.git,44.0,418,94,0,37,73,455,4512,318,82,JavaScript,2019,SE
eredis,git://github.com/wooga/eredis.git,44.0,218,31,0,18,15,452,588,232,206,Erlang,2019,SE
KnpGaufretteBundle,git://github.com/KnpLabs/KnpGaufretteBundle.git,63.0,287,85,10,13,25,450,586,131,35,PHP,2019,SE
Front-end-Developer-Interview-Questions,git://github.com/h5bp/Front-end-Developer-Interview-Questions.git,190.0,782,92,0,0,5,408,43015,8664,2409,HTML,2019,SE
fastclick,git://github.com/ftlabs/fastclick.git,54.0,407,178,3,21,209,407,17847,3190,533,HTML,2019,SE
sigal,git://github.com/saimn/sigal.git,50.0,1054,165,7,25,56,452,582,128,34,JavaScript,2019,SE
winston-mongodb,git://github.com/winstonjs/winston-mongodb.git,30.0,218,98,13,42,7,443,219,102,13,JavaScript,2019,SE
tiled,git://github.com/bjorn/tiled.git,83.0,83,1184,61,61,417,363,6716,1313,385,C++,2018,SE
klein,git://github.com/twisted/klein.git,40.0,1287,62,2,8,55,410,711,114,43,Python,2019,SE
pyjwt,git://github.com/jpadilla/pyjwt.git,44.0,549,183,24,30,58,458,3015,382,56,Python,2019,SE
rdoc,git://github.com/ruby/rdoc.git,77.0,3025,303,0,75,69,467,568,361,50,Ruby,2019,SE
Custom-Meta-Boxes,git://github.com/humanmade/Custom-Meta-Boxes.git,50.0,1142,231,5,6,17,336,543,131,59,PHP,2018,SE
